ConsCode,Ticker,Price,IndexShares,Weight%
C88776,GBK,296,1764454556,0.027433
C88800,KFH,739,9046547303,0.35115
C88817,MABANEE,721,632031841,0.023935
C88818,ZAIN,542,1881405214,0.053561
C88819,NBK,975,7485868665,0.383365
C88830,AGLTY,578,1507413469,0.045764
C88846,EMAAR,5.66,6711567135,0.166711
C88847,ORDS,9.914,826425600,0.036278
C89024,CPFE3,33.04,187731649,0.019764
C89400,DMC,11.38,4077511037,0.013744
C89678,2380,3.01,4945592808,0.030565
C90251,TOP,52.5,1106690115,0.027646
C92768,5880,26.2,10086433522,0.13951
C97202,NTPC,175.2,4731127145,0.163125
C98400,DASA3,7.38,81745275,0.001922
C98401,PSSA3,23.39,183880572,0.013704
C98462,763,24.35,755502534,0.037772
C98486,753,7.35,1705105909,0.025732
C98512,TTRAK,556,13342250,0.006209
C98635,2227,195,23100000,0.002378
C98734,PPL,66.07,682477439,0.002557
C99221,SRF,2369.3,141319609,0.065894
C99881,ECOPETL,2540,4731867855,0.042394
total,,,,99.999997
